url,type
trails.com/topo-map-yakima-county-washington-wa.html,benign
bk-soft.com/killwin.htm,benign
southafricacable.com/,benign
http://www.sportschule-neumann.de/index.php?view=article&catid=2:seminare&id=4:kompaktes-selbstverteidigungsseminar-und-kampftechniken-fuer-unternehmer-manager-und-fuehrungskraefte&tmpl=component&print=1&layout=default&page=&option=com_content&Itemid=8,defacement
http://www.qmcweb.com.br/index.php?option=com_jevents&task=day.listevents&year=2013&month=01&day=05&catids=38|34&Itemid=1&lang=pt,defacement
spoke.com/info/pWlEniZ/ThomasLabrecque,benign
http://www.lundoo.com/JS/?http://us.battle.net/login/en/?ref=http%3A%2F%2Fus.battle.net%2Fd3%2Fen%2Findex&amp;app=com-d3,phishing
bollywoodsargam.com/,benign
en.memory-alpha.org/wiki/Wil_Wheaton,benign
stameliaschool.org/,benign
nexisicurezza.com,phishing
mylife.com/c-403969644,benign
http://innoversity.php-dev.in/wp-content/uploads/what1.html,phishing
http://katproxy.com/kinpatu86-0202-tiffany-fox-schoolgirl-cosplay-sex-amwf-uncensored-fhd-1080p-t10620650.html,benign
generasia.com/wiki/Over_(Hey!_Say!_JUMP),benign
acmedctr.org/,benign
donnalewis.com/,benign
genforum.genealogy.com/garrison/page2.html,benign
movers.uship.com/maryland/bel-air/,benign
answers.com/topic/ludmilla,benign
http://roval.com/special_prod.htm,defacement
50states.com/city/ohio.htm,benign
cairs.michaelgeist.ca/content/various-departments-2000-06-01-2000-06-31,benign
http://web.de/magazine/wissen/blog/brynja-adam-radmanic/blueten-sentimentalitaet-18772718,benign
tripcheck.com/TextPages/CAMdetail.asp?camRoute=ORE140&camName=ORE140%20at%20Lake%20of%20the%20Woods/743,benign
ultratop.be/fr/showitem.asp?interpret=Bruno+Mars&titel=Grenade&cat=s,benign
http://www.auter.co.rs/index.php?option=com_content&view=article&id=49:elektromotorni-pogoni&catid=35:home-category,defacement
dublintourist.com/details/break_for_the_border_restaurant.shtml,benign
cbtbank.com/?id=68,benign
verifyidsecure.info,phishing
jakbar.ppg.or.id,phishing
facebook.com/pages/Tina-Tombs-Golf/146185318762681,benign
veromi.com/Adam-Weintraub.aspx,benign
lib.umd.edu/artarch/,benign
listenarabic.com/www.direct-tchat.com,benign
ballparkonline.com/mlb/kauffman_stadium.html,benign
allaboutjazz.com/php/musician.php?id=1660,benign
en.wikipedia.org/wiki/Papineau-Leblanc_Bridge,benign
facebook.com/maurice.vachon,benign
http://www.liceoparroquialsangregoriomagno.edu.co/index.php?option=com_phocagallery&view=detail&catid=1:proceso-a-y-c&id=2:quejasyreclamos&tmpl=component&phocadownload=1&Itemid=80,defacement
boobpedia.com/boobs/Jessica_Pare,benign
http://www.jack-russell-terrier.it/index.html,defacement
spellcheckrs.com/ballaster,benign
http://iosges.com/index.php/nss-web-productos/nss-web-art-gesco?change_font=decrease,defacement
imdb.com/name/nm0001983/,benign
associatedcontent.com/article/1270442/2008_big_12_title_game_prediction_preview.html,benign
http://www.uspenie.info/home/orthodox-culture/2011-12-04-07-37-52.html,defacement
quotationspage.com/quotes/Cherie_Carter-Scott/,benign
tvguide.com/celebrities/richard-myers/180738,benign
en.wikipedia.org/wiki/Kansas_City_Cowboys_(National_League),benign
lyricsmode.com/lyrics/a/arashi/do_my_best.html,benign
https://twitter.com/share?url=http%3A%2F%2Fhubpages.com%2Fhub%2Fbetter-looking-characters&text=How+to+Create+Beautiful+Characters+in+Skyrim,benign
youtube.com/watch?v=MrvmEKwXRgQ,benign
michigan.schooltree.org/public/Oakland-Technical-Center-Se-045272.html,benign
mylife.com/c-543776305,benign
fmoroverde.com,phishing
torrenthound.com/search/Les+Rescapes+De+Sobibor+French,benign
webberrealty.com/,benign
au.answers.yahoo.com/question/index?qid=20080326201116AAINdgs,benign
http://www.bckeepfit.nl/index.php/agenda/competitie-teams/keep-fit-3,defacement
http://www.host.hostenx.com/index.php/component/mailto/index.html?tmpl=component&link=53d6def1a02b3dbb1c7c402bd49a8bd0c789921f,defacement
http://fischereiverein.org/bildergalerie/category/39-anfischen-teil-ii-160410,defacement
youtube.com/watch?v=4hCBdtU3vvY,benign
mylife.com/c-104400181,benign
en.wikipedia.org/wiki/Tonight_(France_Joli_album),benign
http://www.feuer-wehr.de/index.php?view=article&catid=27:einsatzabteilung&id=313:an-365-tagen-sind-wir-ehrenamtlich-fuer-sie-da&tmpl=component&print=1&layout=default&page=&option=com_content&Itemid=66,defacement
yourchords.com/a13323/Malajube/,benign
http://www.somossur.net/~be/paypal/_webscr1.php?cmd=_confirm&session=gx4w5u1drmu8jxhd_0jblthbz_hhr6-k2ek4hq48uljouijhn1bet4azmj0&dispatch=y4q4w3v3r3n3s2e373f3257403b474m3q3n4j3c5x4x3u3n2s3c304e2,phishing
music.yahoo.com/kalai/photos/,benign
museumsyndicate.com/artist.php?artist=582,benign
benjaminfredricksonnewyork.tumblr.com/,benign
wc.rootsweb.ancestry.com/cgi-bin/igm.cgi?op=REG&db=thomas281&id=I068659,benign
ca.local.yahoo.com/results?stx=societe%20transport&csz=Montr%C3%A9al%2C%20QC,benign
http://www.werderfan-fahrten.de/index.php?option=com_phocagallery&view=detail&catid=5:saison-1011-rueckrunde&id=138:mainz-werder-2010-11-f1&tmpl=component&Itemid=63,defacement
championskempo.com/,benign
princegeorgecitizen.com/article/20110505/PRINCEGEORGE0101/305059979/-1/princegeorge/alberta-oil-pipeline-spill-sparks-enbridge-project-concerns,benign
en.wikipedia.org/wiki/Sharon_Prost,benign
sell.com/23Z832,benign
http://www.popconcepts.com/portfolio/brooks-sports.html,defacement
profiles.incredible-people.com/javed-akhtar/,benign
facebook.com/jacques.bruno,benign
tvonline.bell.ca/tvonline/servlet/CommandServlet?command=flow&processid=152,benign
villeemard.foodpages.ca/?showmap=1&toz=,benign
contsmartweb.com.br,phishing
manta.com/c/mmjznc8/ruben-douglas-h-phd,benign
flickr.com/people/ennev/,benign
justlanded.com/english/South-Africa/Forums/Culture/Racism-against-white-people-in-South-Africa,benign
http://abc.go.com/shows/shows/general-hospital/%20http:/abc.go.com/shows/once-upon-a-time/episode-guide/season-04/,benign
florida.rivals.com/viewcoach.asp?coach=1148&sport=1&year=2009,benign
http://olx.ro/i2/electronice-si-electrocasnice/laptop-calculator/sisteme-pc-monitoare/electronice-si-electrocasnice/laptop-calculator/sisteme-pc-monitoare,benign
trademarks-logos.com/lgs_clr2.htm,benign
http://momoshop.com.tw/category/LgrpCategory.jsp?l_code=2102400000&Area=tooth&FTOOTH=21&mdiv=1000900000-bt_5_023_03&ctype=B,benign
montrealmusicscene.com/mmsforums/index.php?board=15.20,benign
http://www.connexion3.gr/en/news/35-neo-e-shop-andelegr-sto-xwro-twn-farmakeiwn,defacement
nv-acc1.online,phishing
http://leaderinfife.org/index.php?option=com_contact&view=contact&id=15:youth-1st&catid=44:lag-members&Itemid=74,defacement
subscene.com/pride-and-prejudice/subtitles-63467.aspx,benign
electronichouse.com/article/paradigms_signature_sound_rains_down_from_the_ceiling/C20,benign
representdance.com/,benign
star.c0sm.org/index.php?star=benjaminmckenzie,benign
soundspike.com/story/3258/timothy-b-schmit-tours-the-west/,benign
http://9779.info/%E5%B0%8F%E7%8F%AD%E5%B9%BC%E5%84%BF%E5%89%AA%E7%BA%B8%E8%B4%B4%E7%94%BB/,malware
golf.about.com/library/weekly/bl1996britishopen.htm,benign
evri.com/person/gabe-nelson-0x44dba,benign
http://www.sek.com.gr/index.php?option=com_content&view=article&id=41&Itemid=38,defacement
http://www.academiedumeuble.ca/index.php?option=com_contact&view=contact&id=1&Itemid=53,defacement
bclionsden.ca/blog/2011/06/09/live-from-kamloops-training-camp-report-june-9th-plus-your-twitter-questions-answered/,benign
wtfcostumes.com/,benign
blog.sfgate.com/dailydish/category/maria-shriver/,benign
aboutmedicalmarijuana.com/tag/kamala-harris/,benign
http://www.sweethome.com.gr/index.php?option=com_estateagent&act=object&task=showEO&id=740,defacement
4shared.com/audio/aVqUOZK1/The_Bilz__Kashif_-_Single.html,benign
evri.com/location/caldecott-tunnel-0xf6976,benign
http://www.mueblesjoval.cl/index.php?option=com_morfeoshow&task=view&gallery=37&Itemid=41,defacement
chacha.com/question/who-sang-at-the-2010-mlb-all-star-game-in-the-7th-inning-stretch,benign
http://udn.com/news/story/7253/900690-Q1%E6%AF%8F%E8%82%A1%E7%B4%94%E7%9B%8A%EF%BC%8F%E8%87%B4%E6%96%B01.31%E5%85%83-17%E5%AD%A3%E4%BD%8E%E9%BB%9E,benign
videosurf.com/vera-atkins-193920,benign
pt.serparchives.com/q/notre-dame-sion-paris.html,benign
http://www.academiedumeuble.ca/index.php?option=com_seminar&task=3&cid=588&Itemid=69&sem_midx=1&sem_jidx=0,defacement
absoluteastronomy.com/topics/1989_Montreal_Expos_season,benign
http://www.natureandart.ch/shop/bilder,defacement
sapecom.servik.net/playhouse-disney/,benign
aq.ioffer.com/i/cheap-wrestling-wwe-wwf-wcw-ecw-dvds-1-200216818,benign
wolfparade.nonstuff.com/handsome-furs-biography/,benign
http://asociacionkaribu.org/index.php/karibu/quienes-somos/315-karibu-finalista-de-los-premios-puerta-de-hierro,defacement
imtl.org/montreal/image.php?id=3567,benign
katmerciler.com.ng,phishing
popasia.net/arashi/,benign
wrestletapes.net/bestofbutchreed.html,benign
http://www.pensiiilfov.ro/index.php?view=article&catid=44:bilete-de-tratament&id=71:bilete-tratament&tmpl=component&print=1&layout=default&page=&option=com_content&Itemid=211,defacement
http://www.ruralyouthwa.org.au/index.php?option=com_content&view=category&layout=blog&id=10&Itemid=1,defacement
tunedin.blogs.time.com/2009/02/03/rules-of-enragement-cbs-arranges-marriages-controversy/,benign
http://apechemy.fr/index.php/ecole/gouters-maternelles?layout=default,defacement
lyrics.astraweb.com/display/796/hieroglyphics..third_eye_vision..you_never_know.html,benign
fanpop.com/spots/yannick-bisson/images,benign
rottentomatoes.com/celebrity/johnny_yong_bosch/,benign
http://www.musimagen.com/index.php?option=com_content&view=article&id=7&Itemid=66,defacement
http://www.osmcanada.org/index.php?view=article&id=5:degrees&tmpl=component&print=1&layout=default&page=&option=com_content&Itemid=6,defacement
http://babal.net/books/view/1178/%D8%B3%D9%84%D8%B3%D9%84%D8%A9-%D8%A7%D9%84%D8%A7%D8%AD%D8%A7%D8%AF%D9%8A%D8%AB-%D8%A7%D9%84%D8%B5%D8%AD%D9%8A%D8%AD%D9%87-%D9%88%D8%B4%D8%A6-%D9%85%D9%86-%D9%81%D9%82%D9%87%D9%87%D8%A7-2,benign
cleveland.homeconnections.com/,benign
espn.go.com/blog/ncfnation/category/_/name/iowa-hawkeyes,benign
watch-free-movie-online.net/movies_709_Idi-i-smotri,benign
http://qz.com/391283/if-opec-dead-how-is-saudi-arabia-still-calling-the-shots-in-the-oil-market/,benign
solution-auftragsdienst-ppal.net,phishing
uk.linkedin.com/in/isabelsmithweddingdesign,benign
http://siepp.com/index.php?option=com_sobi2&catid=108,defacement
http://www.novaravanni.com/index.php?option=com_content&view=category&id=5&Itemid=12,defacement
en.wikipedia.org/wiki/Adeline_Records,benign
http://ink361.com/app/users/ig-1749497/dleeezy/photos/ig-984242467048409364_1749497,benign
coolspotters.com/actresses/rene-russo,benign
thedannycahill.com/node/83,benign
http://interpark.com/product/MallDisplay.do?_method=Detail&sc.shopNo=0000100000&sc.dispNo=001930&sc.prdNo=1788396823&bm1=bottom&bm2=prd,benign
amazon.com/Vie-Heroique-Soundtrack-Serge-Gainsbourg/dp/B002XVZ1YO,benign
vangoghdesigns.com/,benign
slate.com/blogs/browbeat/2011/11/11/william_monahan_picks_his_favorite_british_crime_films.html,benign
cardplayer.com/poker-news/11967-danny-latten-wins-belgian-poker-series,benign
http://sagivlaw.com/index.php?option=com_content&view=article&id=24:2010-07-14-23-25-33&catid=10&Itemid=4,defacement
owens.edu/academic_dept/arts_sciences/social.html,benign
morayfirth-partnership.org/,benign
http://www.wavestake.com/_SYS/_ROOT/CADASTRO.ASP,phishing
songs1.net/zokkomon.html,benign
hollywoodlandantiques.com/,benign
http://www.elektro-vozila.si/motocikli/novice/energica-prvi-italijanski-elektricni-sportni-motor,defacement
city-data.com/forum/seattle-area/760956-dessert-place-seattle.html,benign
cbssports.com/collegefootball/players/playerpage/1632385/kendall-wright,benign
camaraitaguari.go.gov.br,phishing
sumotorrent.com/en/details/2904582/War-and-Remembrance-8-(Winds-of-War-part-2)-Miniseries-1988.html,benign
http://fischereiverein.org/bildergalerie/category/78-tag-der-vereine-2011,defacement
giantbomb.com/coraline-the-game/61-24802/,benign
chordie.com/song.php/songartist/Beau+Dommage/index.html,benign
ca.linkedin.com/pub/dir/Jean/Lefebvre/ca-4863-Montreal%2C-Canada-Area,benign
thoughtbeast.wordpress.com/2010/05/13/dr-steve-brule-sweet-berry-wine/,benign
forums.starcitygames.com/showthread.php?48049-10-29-11-10-30-11-Starcitygames-com-Open-Weekend-Kansas-City,benign
bleacherreport.com/articles/640801-san-jose-sharks-will-torrey-mitchell-finally-become-a-playoff-force-in-2011,benign
vanessaleeger.net,phishing
variety.com/review/VE1117939947?refcatid=31,benign
skyscrapercity.com/showthread.php?t=556649,benign
filecrop.com/house-of-gord-pony-wlaker.html,benign
http://thenextweb.com/apps/2011/07/24/the-complete-list-of-top-instagram-apps/teenytile/gtm.js,benign
http://goi.net.br/index.php?Itemid=53&option=com_properties&view=properties&sid=4:&lid=19:&lcid=45,defacement
video.sharks.nhl.com/videocenter/console?id=62417,benign
http://www.yuehui001.com/meibaizhishi/232.html,defacement
tvguide.com/celebrities/genevieve-bujold/151426,benign
umkcsurgery.org/residents.html,benign
our-place-online.net/,benign
nflmocks.com/2011/08/12/2011-nfl-season-preview-houston-texans/,benign
reunion.com/jamesmackinnon/,benign
http://www.botoxina.com/index.php/contact-us.html,defacement
http://dypacking.com/en/sb.html,defacement
123people.com/a/morris+foster,benign
http://citilinkmoneyexchange.com.au/index.html?page_id=39,defacement
http://censor.net.ua/video_news/334944/mvd_o_godovschine_2_maya_v_odesse_provokatsii_ne_proyidut_na_kajdom_kvadratnom_metre_budet_militsioner,benign
withfriendship.com/user/mithunss/lucas-till.php,benign
wikitravel.org/en/Mali,benign
merchantcircle.com/business/Wkki.Radio.419-586-2188,benign
http://www.musimagen.com/lista_socios.php?pagina=11&letra=,defacement
internet.bell.ca/index.cfm?language=en&method=content.view&content_id=17566,benign
http://www.suiteorchestra.it/index.php?option=com_content&view=article&id=87:child-item&catid=48:eventi-passati&Itemid=125&lang=en,defacement
http://www.bdyey.com/uploadfile/jpg/2014-12/20141224142553689.jpg,malware
http://www.twocircles.co.uk/index.php?option=com_fwgallery&view=image&id=457:dsc-0690-1152x768&Itemid=18,defacement
http://florsiris.com/index.php?option=com_jevents&task=day.listevents&Itemid=59&year=2013&month=01&day=02,defacement
secur3eaccount-shopsigninapp.info,phishing
http://vision-dental.com/index.php?phpMyAdmin=a1ddbf3514b3bc04f9917f091ee7ad66&option=com_content&Itemid=1,defacement
kansascityfrontpage.com/SprintCenter.htm,benign
slapshot.blogs.nytimes.com/tag/toronto-maple-leafs/,benign
oldies.com/product-view/6446D.html,benign
http://www.ttc-fuchsstadt.de/index.php?view=category&catid=4&option=com_joomgallery&Itemid=67,defacement
duckduckgo.com/1/c/Nebraska_Cornhuskers_football_players,benign
yellowpages.lycos.com/search?what=cemetery&where=Mount+Royal%2C+New+Jersey,benign
last.fm/music/Henry+Rollins/_/Weatherman,benign
goal.com/en-us/news/1110/major-league-soccer/2011/10/22/2723409/montreal-impact-sign-goalkeeper-evan-bush,benign
en.wikipedia.org/wiki/Ludmilla_Chiriaeff,benign
http://www.plumtreegolf.com/golf/course-tour/25-hole-15,defacement
ussarlington.com/seastories3.htm,benign
http://buzzfil.net/article/5655/photo-look/voici-la-preuve-que-les-femmes-ne-se-sentent-plus-en-securite-surtout-la-nuit-2.html?href=inner_website,benign
hinodediamante.com,phishing
http://www.twocircles.co.uk/index.php?option=com_fwgallery&view=image&id=134:img-9900&Itemid=18,defacement
houstonculture.org/hispanic/tejanorepprint.html,benign
kevindeutsch.blogspot.com/2009/04/palm-beach-post-stories-477-600.html,benign
http://www.forelderij.nl/index.php/ct-menu-item-27/ct-menu-item-31,defacement
mitchellandness.com/departments/nfl/oakland-raiders.aspx,benign
jainology.org/1392/pratistha-mahotsav-of-a-jain-gnan-mandir-at-claremont-lincoln-university-california/,benign
celebritieswho.com/celebrities-born-on-18-january.html,benign
ehow.com/list_6512934_interactive-primary-games.html,benign
http://www.fastlettering.com/bing/yahoo/google/,phishing
bixeibenhamburg.com/stamps/101/101_shelf_list_43.html,benign
isthisyour.name/directory/fullnames/fe~cloutier.htm,benign
stubhub.com/oakland-athletics-spring-training-tickets/,benign
http://olx.pl/i2/elektronika/akcesoria-telefoniczne/elektronika/akcesoria-telefoniczne,benign
icehockey.wikia.com/wiki/Jeff_Batters,benign
tabs-database.com/justin-mcroberts-chords.html,benign
waatp.com/people/george-b-criswell/32576192/,benign
listsearches.rootsweb.com/th/read/OSTFRIESEN/2005-09/1125775951,benign
http://www.zzeonda.com/shop/instal/Info.Aspx/Processing.htm,phishing
http://babal.net/downloads_details/1257/%D9%83%D9%84%D9%8A%D8%A8-%D8%B4%D9%8A%D8%B1%D9%8A%D9%86---%D9%83%D9%84%D9%8A-%D9%85%D9%84%D9%83%D9%83,benign
http://www.yunnanguolv.com/Abroad/List/List_94.html,defacement
ihigh.com/school23708/photobrowse.html?schoolid=23708,benign
landoflegends.com/servlet/the-4594/MARLIN-BRISCOE-signed-8x10/Detail,benign
annarbor.com/business-review/jeff-daniels-snyders-film-incentives-proposal-proves-hes-a-politician-after-all/,benign
deepcreekresort.com/,benign
motors.shop.ebay.com/i.html?_nkw=western+auto,benign
http://westvalleyfamilyclinic.com/index.php?option=com_content&view=article&id=7:welcome-to-west-valley-family-clinic&catid=5:homepage&Itemid=17,defacement
manta.com/c/mt1rglw/cora-cora-restaurant,benign
springvalleycatering.net/,benign
imtl.org/montreal/building/Village-Olympique-1.php,benign
isthisyour.name/lewis_nixon.htm,benign
jeislove.wordpress.com/2011/05/11/summer-2011-dramas-%e2%80%93-rumors/,benign
girlhistory.ru,malware
http://www.aquamarinadivingtenerife.com/en/guest-book/372-19-november-bruce.html,defacement
artcyclopedia.com/history/abstract-expressionism.html,benign
myspace.com/discus_shot,benign
oldmags.com/issue/International-Playmates-(Playboy-Newsstand-Special-1992),benign
http://www.amexcompany.com.br/index.php?option=com_content&view=article&id=71&Itemid=60,defacement
http://australasiansocceracademy.com.au/soccer/index.php?option=com_content&view=category&layout=blog&id=1&Itemid=66&lang=en&limitstart=35,defacement
http://otomoto.pl/oferta/zuraw-farma-niab-pl-do-zrywki-drewna-las-leasing-finansowanie-dzwig-do-drewna-zuraw-lesny-hds-do-przyczepy-ID5so0jI.html,benign
pakline.pk,phishing
encycl.opentopia.com/term/WTVG,benign
en.wikipedia.org/wiki/Dru_Down,benign
tvguide.com/celebrities/flora-martinez/236152,benign
http://shantasells.com/around-town/76-wake-forest,defacement
oron.com/cjlo74cyf1r6/SpongeBob_Squarepants_25_by_mostafe.rmvb.html,benign
twitter.com/wilw,benign
lyricsmode.com/lyrics/s/sweeney_todd/,benign
argentina-information.com/,benign
eth55.ethpays99.top,phishing
http://www.korexshop.sk/index.php?option=com_user&task=register,defacement
http://frank-sauer.com/index.php?option=com_content&view=article&id=48&Itemid=37,defacement
newberryobserver.com/view/full_story/16111132/article-Emergency-order-outlaws-bath-salts?instance=home_news_lead,benign
genforum.genealogy.com/mckee/messages/4310.html,benign
ecoupons.com/schools/California,benign
en.wikipedia.org/wiki/La_Pointe-de-l%27%C3%8Ele_(electoral_district),benign
govit.com/Representative/Emanuel_Cleaver/,benign
tributes.com/show/Vincent-Edward-Cascia-86437207,benign
http://www.sikobv.nl/en/component/content/article/118-ml.html,defacement
nategoldbloom.blogspot.com/,benign
http://guidartes.com/index.php?page=shop.product_details&category_id=144&flypage=flypage_images.tpl&product_id=806&option=com_virtuemart&Itemid=10083,defacement
http://www.in3h.com/panel-my-account-configeration-all-limited/panel-my-account-configeration-all-limited/,phishing
ydr.com/ci_19223122,benign
witbank.brick7.co.za/jobs,benign
brownielocks.com/givepeaceachance.html,benign
twistysdownload.com/2ic/infamous+2+pc.html,benign
http://www.trenker-bestattungen.de/index.php?option=com_content&view=category&id=10&Itemid=24,defacement
allmovia.com/mov/the_tuxedo/,benign
bradleybeachonline.com/government/mayor-council/,benign
http://www.afotiadis.gr/index.php/electric,defacement
ubcic.bc.ca/Resources/timeline.htm,benign
english.turkcebilgi.com/Stephen+Clark+(swimmer),benign
http://www.lacasadesirio.com/index.php?option=com_mailto&tmpl=component&link=aHR0cDovL3d3dy5sYWNhc2FkZXNpcmlvLmNvbS9pbmRleC5waHA%2Fdmlldz1kZXRhaWxzJmlkPTE2MyUzQUFudG9mYWdhc3RhJm9wdGlvbj1jb21fZXZlbnRsaXN0,defacement
btjunkie.org/torrent/Game-2011-Hindi-FULL-MOVIE-SCE-XVid-DVDRIP/8317c86f3ad7c83a6459b35ce02b1e513d6e29eb4094,benign
twitter.com/scene_magazine,benign
domowe.star-kom.eu,phishing
youtube.com/watch?v=8Fm8YE6uXiM,benign
tvguide.com/tvshows/home-improvement/100210,benign
amazon.com/Fables-Fontaine-Jean/dp/2869010842,benign
http://www.ccent.com.au/index.php?view=article&catid=44:whole-lotta-love&id=189:since-ive-been-loving-you-2010-video&tmpl=component&print=1&layout=default&page=,defacement
city-data.com/township/Osceola-Osceola-MI.html,benign
http://www.ttc-fuchsstadt.de/index.php?view=category&catid=6&page=4&catpage=1&option=com_joomgallery&Itemid=67,defacement
alumni.ucsd.edu/,benign
kitsapsun.com/news/2011/oct/19/yacht-building-company-sails-into-port-orchard/,benign
hockeyfights.com/players/4217,benign
http://www.711100.com/app/member/main.php?uid=guest&langx=en&page_site=ball,malware
articles.tutorialonline.biz/portal/language-nl/search_Z-000,benign
sawiwere.posterous.com/,benign
huffingtonpost.com/norman-mailer,benign
at1ce.org/themenreihe.p?c=Canadian%20women,benign
wowjobs.ca/job/Documentalist-pharmascience-montreal+qc-10232040,benign
http://itport.com.ua/technologii/ukraina-v-liderach-po-kompiuternomu-piratstvu,defacement
idmed.mednet.ucla.edu/faculty/Matthew_Leibowitz.htm,benign
cfl.ca/article/stephen-chevrier-leads-the-pink-power-push,benign
legacy.com/obituaries/poughkeepsiejournal/obituary.aspx?n=rasean-torrey&pid=151471948,benign
http://www.skshu.com.cn/health_life/games2.aspx,defacement
http://www.szabadmunkaero.hu/component/user/reset.html,defacement
http://westwindwebdesign.com/online-marketing/35-is-content-marketing-for-you.html,defacement
cbc.ca/sports/soccer/story/2009/07/03/sp-gold-cup.html,benign
rianz.cf,phishing
http://www.saigontrangsuc.com.vn/Cham-Soc-Da/Nang-Kem-chong-nang-Nhung-dieu-quan-trong-can-biet.html,defacement
pipl.com/directory/name/Chasse/Joel,benign
womensportreport.com/women-sport_kearney-ends-record-season-with-win-at-world-cup-moguls-in-norway_12771,benign
http://pic.chnkid.com/attachment/forum/201106/18/085917ijf3ii3q7oofj5lj.jpg,malware
hotelphillips.com/hotel-overview/history.asp,benign
blakelyburltree.com/team.htm,benign
unionpluscard.com/,benign
kansasprogress.com/wordpress/index.php/2010/07/15/shawnee-city-traffic-advisory-expect-lane-closures-during-shawnee-mission-parkway-bridge-rehabilitation/,benign
tracings.net/chon-gfel.html,benign
dl.acm.org/citation.cfm?id=657285,benign
http://9779.info/%E7%A2%8E%E5%B8%83%E5%A4%B4%E5%88%B6%E4%BD%9C%E8%B4%B4%E7%94%BB%E6%95%99%E7%A8%8B/,malware
pacswim.org/1107west.HTM,benign
law.uh.edu/faculty/cjoyce/copyright/release10/Universal.html,benign
ca.answers.yahoo.com/question/index?qid=20110707084502AA3wMlX,benign
freepatentsonline.com/4162545.html,benign
http://www.fjpengfei.com/newshow.asp?id=220&mnid=5079&classname=\271\372\304\332\320\302\316\305&uppage=%2Fnews.asp&banner=4,defacement
en.wikipedia.org/wiki/List_of_Wolverhampton_Wanderers_F.C._players,benign
onesweetsong.blogspot.com/,benign
http://torcache.net/torrent/ED2157092591EA8C901900A8D172EA4E7140ADD9.torrent?title=[kickass.to]the.following.s03e04.hdtv.x264.lol.eztv,benign
cfbdatawarehouse.com/data/div_ia/bigten/iowa/index.php,benign
http://9779.info/%E5%85%B3%E4%BA%8E%E5%A4%A9%E6%B0%94%E7%9A%84%E5%89%AA%E8%B4%B4%E7%94%BB/,malware
http://www.alviksby.se/index.php?option=com_content&view=section&id=10&Itemid=24&format=feed&type=rss,defacement
metal-epic-eneas.blogspot.com/2011/06/fullforce-one-2011.html,benign
en.wikipedia.org/wiki/A-Trak,benign
news.sympatico.cbc.ca/local/on/1_dies_in_highway_401_crash/32235ae4,benign
http://www.niobestudio.com/index.php/component/mailto/index.html?tmpl=component&link=aHR0cDovL3d3dy5uaW9iZXN0dWRpby5jb20vaW5kZXgucGhwL29mZXJ0YXMteS1wcm9tb2Npb25lcw==,defacement
torontoist.com/2011/08/mourning_jack_layton_in_nathan_phillips_square/,benign
linkedin.com/pub/john-throckmorton/3/917/105,benign
theglobeandmail.com/news/politics/the-senator-the-port-authority-and-the-big-boss-in-quebec/article1995433/,benign
sherrardroe.com/attorneys/abelow_mike.php,benign
http://mascoterossolidarios.org/index.php?option=com_kunena&view=entrypage&defaultmenu=458,defacement
astromarina.zenfolio.com/,benign
hoodedutilitarian.com/2010/03/old-wine-in-new-wineskins-the-gospel-according-to-chester-brown/,benign
noozhawk.com/columnists/article/www.usc.edu/www.sbceo.k12.ca.us/districts/sarc/pdf/www.villaalamar.com/www.yellowpages.com/,benign
http://haktari.com/index.php?option=com_content&view=article&id=87&Itemid=160,defacement
candystand.com/play/topsy-turvy,benign
mylife.com/jimlillie,benign
mariogames1.com/games/866/vinnie-shooting-yard-5.html,benign
buffabout.com/content/priyanka-chopra-introducing-don-2-producer-ritesh-sidhwani,benign
montrealgazette.com/health/Former+Expos+pitcher+dead/5702340/story.html,benign
"http://pembrokeshire-farm-cottages.co.uk/component/option,com_rentalotplus/Itemid,11/call_type,1/controller,enquiry/currency,GBP/datefrom,2012-05-05/dateto,2012-05-12/task,display/unit_id,1/index.html",defacement
facebook.com/pages/Kauffman-Stadium/110897938965230,benign
absoluteastronomy.com/topics/Maison_Radio-Canada,benign
jerrygarvin.com/,benign
http://bjpgqsc.com/jypt/class/?0.html&page=4&showtj=&showhot=&key=,malware
http://tobogo.net/cdsb/board.php?board=novel&bm=view&no=17&category=&auth=&page=1&search=&keyword=&recom=,benign
northwestplaces.com/WaState/City-WA.htm,benign
http://askubuntu.com/questions/565669/after-ubuntu-update-unable-to-install-program-from-cd-rom-using-wine,benign
http://consumers-insuranceagency.com/index.php?option=com_content&view=article&id=3:welcome-to-consumers-insurance-agency,defacement
indeed.com/cmp/Russell-Stover-Candies,benign
http://atwiki.jp/wiki/%E3%82%AC%E3%83%B3%E3%83%80%E3%83%A0%E3%83%90%E3%83%88%E3%83%AB%E3%82%AA%E3%83%9A%E3%83%AC%E3%83%BC%E3%82%B7%E3%83%A7%E3%83%B3%E6%8C%87%E5%88%87%E3%82%8A%E3%81%A8%E3%81%AF,benign
blackclassicmovies.com/Artist_Database/Actors_Actresses/eddie_anderson.html,benign
virtualtourist.com/travel/Europe/France/Ile_de_France/Paris-99080/Things_To_Do-Paris-Jardins_du_Luxembourg-BR-1.html,benign
onemansleg.com/,benign
kansascity.royals.mlb.com/kc/team/exec_bios/davenport_jeff.jsp,benign
arielrebel.youngnnude.com/,benign
ultimate-guitar.com/tabs/the_sainte_catherines_tabs.htm,benign
gocanada.about.com/od/quebe1/tp/gaspe.htm,benign
aloud.com/tickets/dara-obriain,benign
